"individual_1","individual_2","total_length"
"S_Eskimo_Sireniki-2","BUN04",8711000
"S_Eskimo_Sireniki-2","ERS724835",14706000
"S_Eskimo_Sireniki-2","S_Bengali-2",7305000
"S_Eskimo_Sireniki-2","ERS724854",13508000
"S_Eskimo_Sireniki-2","UV964",15364842
"S_Eskimo_Sireniki-2","S_Khonda_Dora-1",8184000
"S_Eskimo_Sireniki-2","S_Abkhasian-1",6289000
"S_Eskimo_Sireniki-2","ERS699822",11603000
"S_Eskimo_Sireniki-2","ERS724850",7666000
"S_Eskimo_Sireniki-2","ERS724866",13212000
"S_Eskimo_Sireniki-2","S_Burusho-1",7305000
"S_Eskimo_Sireniki-2","ERS724848",13567000
"S_Eskimo_Sireniki-2","S_Irula-1",6376000
"S_Eskimo_Sireniki-2","UV931",13436367
"S_Eskimo_Sireniki-2","S_Yadava-1",7747000
"S_Eskimo_Sireniki-2","S_Druze-2",2393000
"S_Eskimo_Sireniki-2","UV910",13317423
"S_Eskimo_Sireniki-2","S_Korean-1",14200000
"S_Eskimo_Sireniki-2","S_Georgian-1",5172000
"S_Eskimo_Sireniki-2","S_Orcadian-1",5125000
"S_Eskimo_Sireniki-2","ERS699811",10968000
"S_Eskimo_Sireniki-2","S_Tajik-1",5732000
"S_Eskimo_Sireniki-2","S_Eskimo_Chaplin-1",21284000
"S_Eskimo_Sireniki-2","KUN03",7324000
"S_Eskimo_Sireniki-2","ERS700559",15117000
"S_Eskimo_Sireniki-2","S_Thai-2",11065000
"S_Eskimo_Sireniki-2","ERS724857",13117000
"S_Eskimo_Sireniki-2","S_Even-1",15748000
"S_Eskimo_Sireniki-2","ERS724834",10539000
"S_Eskimo_Sireniki-2","S_Hungarian-1",5854000
"S_Eskimo_Sireniki-2","MAR05",9382000
"S_Eskimo_Sireniki-2","ERS699820",10209000
"S_Eskimo_Sireniki-2","S_Makrani-2",3390000
"S_Eskimo_Sireniki-2","S_Cambodian-2",12422000
"S_Eskimo_Sireniki-2","ERS724859",11783000
"S_Eskimo_Sireniki-2","ERS724875",16399000
"S_Eskimo_Sireniki-2","13748_6",7455000
"S_Eskimo_Sireniki-2","S_Lahu-2",11817000
"S_Eskimo_Sireniki-2","S_Irula-2",5835000
"S_Eskimo_Sireniki-2","ERS699812",12165000
"S_Eskimo_Sireniki-2","S_Turkish-2",5089000
"S_Eskimo_Sireniki-2","S_Yemenite_Jew-2",4232000
"S_Eskimo_Sireniki-2","S_Brahui-2",6124000
"S_Eskimo_Sireniki-2","S_Iraqi_Jew-1",4165000
"S_Eskimo_Sireniki-2","ERS700535",10991000
"S_Eskimo_Sireniki-2","S_Kyrgyz-2",12220000
"S_Eskimo_Sireniki-2","ERS985090",11773000
"S_Eskimo_Sireniki-2","ERS700543",13133000
"S_Eskimo_Sireniki-2","ERS984054",11428000
"S_Eskimo_Sireniki-2","S_Brahui-1",3937000
"S_Eskimo_Sireniki-2","S_Mala-3",8398000
"S_Eskimo_Sireniki-2","S_Han-1",15905000
"S_Eskimo_Sireniki-2","S_Naxi-2",14353000
"S_Eskimo_Sireniki-2","S_Saami-2",10574000
"S_Eskimo_Sireniki-2","ERS700558",13833000
"S_Eskimo_Sireniki-2","S_Tubalar-1",13059000
"S_Eskimo_Sireniki-2","S_Lezgin-1",5513000
"S_Eskimo_Sireniki-2","S_Polish-1",4465000
"S_Eskimo_Sireniki-2","ERS700562",12949000
"S_Eskimo_Sireniki-2","S_Kusunda-2",8342000
"S_Eskimo_Sireniki-2","S_Xibo-2",15307000
"S_Eskimo_Sireniki-2","S_Lezgin-2",5760000
"S_Eskimo_Sireniki-2","ERS724867",12747000
"S_Eskimo_Sireniki-2","S_Norwegian-1",5658000
"S_Eskimo_Sireniki-2","ERS699827",9397000
"S_Eskimo_Sireniki-2","S_Bulgarian-1",5831000
"S_Eskimo_Sireniki-2","ERS699813",13616000
"S_Eskimo_Sireniki-2","S_Abkhasian-2",3639000
"S_Eskimo_Sireniki-2","S_Brahmin-2",6837000
"S_Eskimo_Sireniki-2","S_Kinh-2",11668000
"S_Eskimo_Sireniki-2","S_Tuscan-1",5475000
"S_Eskimo_Sireniki-2","S_Spanish-1",3902000
"S_Eskimo_Sireniki-2","S_Yi-1",13026000
"S_Eskimo_Sireniki-2","S_Thai-1",12491000
"S_Eskimo_Sireniki-2","S_Palestinian-3",3607000
"S_Eskimo_Sireniki-2","BUN05",7047000
"S_Eskimo_Sireniki-2","S_Bergamo-2",5284000
"S_Eskimo_Sireniki-2","13748_8",8242000
"S_Eskimo_Sireniki-2","S_Kusunda-1",10134000
"S_Eskimo_Sireniki-2","S_Tlingit-1",9658000
"S_Eskimo_Sireniki-2","S_Albanian-1",5935000
"S_Eskimo_Sireniki-2","S_Tubalar-2",15952000
"S_Eskimo_Sireniki-2","ERS699824",11506000
"S_Tu-2","S_Punjabi-2",6459000
"S_Tu-2","ERS724864",16272000
"S_Tu-2","S_Altaian-1",15161000
"S_Tu-2","TAR02",8517000
"S_Tu-2","ERS700541",19518000
"S_Tu-2","ERS700536",19895000
"S_Tu-2","S_English-1",4268000
"S_Tu-2","S_Papuan-2",18374778
"S_Tu-2","S_Eskimo_Sireniki-1",14157000
"S_Tu-2","S_English-2",4851000
"S_Tu-2","UV1263",17814768
"S_Tu-2","S_Even-2",15245000
"S_Tu-2","ERS724851",10983000
"S_Tu-2","S_Kalash-2",7214000
"S_Tu-2","S_Dai-1",14771000
"S_Tu-2","S_Basque-1",4785000
"S_Tu-2","MEN01",9454000
"S_Tu-2","ERS699828",13803000
"S_Tu-2","ERS700554",16530000
"S_Tu-2","ERS700537",16489000
"S_Tu-2","S_Sardinian-1",4913000
"S_Tu-2","ERS724852",8830000
"S_Tu-2","S_Finnish-2",5303000
"S_Tu-2","S_Papuan-11",20077404
"S_Tu-2","ERS699817",14313000
"S_Tu-2","ERS700563",17643000
"S_Tu-2","13784_5",8651000
"S_Tu-2","S_Dai-2",14511000
"S_Tu-2","S_Japanese-2",14610000
"S_Tu-2","ERS700538",17952000
"S_Tu-2","S_Uygur-1",12768000
"S_Tu-2","S_BedouinB-1",3176000
"S_Tu-2","S_Madiga-1",5779000
"S_Tu-2","ERS724861",15372000
"S_Tu-2","S_Tujia-2",14842000
"S_Tu-2","MAR04",9588000
"S_Tu-2","S_Miao-2",15263000
"S_Tu-2","ERS700557",15724000
"S_Tu-2","S_Greek-2",3610000
"S_Tu-2","S_Punjabi-1",7460000
"S_Tu-2","BUN01",8917000
"S_Tu-2","S_Relli-1",7105000
"S_Tu-2","ERS724853",16944000
"S_Tu-2","ERS724874",18473000
"S_Tu-2","ERS985079",13700000
"S_Tu-2","KUN05",9094000
"S_Tu-2","ERS699819",16212000
"S_Tu-2","S_North_Ossetian-2",5234000
"S_Tu-2","S_Papuan-12",17151444
"S_Tu-2","S_Yakut-2",14449000
"S_Tu-2","S_Dai-3",16540000
"S_Tu-2","ERS700560",15665000
"S_Tu-2","S_Tajik-2",7138000
"S_Tu-2","S_Russian-1",5316000
"S_Tu-2","ERS699818",14573000
"S_Tu-2","BUN04",8720000
"S_Tu-2","ERS724835",16976000
"S_Tu-2","S_Bengali-2",6179000
"S_Tu-2","ERS724854",15433000
"S_Tu-2","UV964",12417606
"S_Tu-2","S_Khonda_Dora-1",9082000
"S_Tu-2","S_Abkhasian-1",5164000
"S_Tu-2","ERS699822",13888000
"S_Tu-2","ERS724850",7090000
"S_Tu-2","ERS724866",16876000
"S_Tu-2","S_Burusho-1",8092000
"S_Tu-2","ERS724848",18228000
"S_Tu-2","S_Irula-1",7164000
"S_Tu-2","UV931",16684084
"S_Tu-2","S_Yadava-1",7443000
"S_Tu-2","S_Druze-2",3391000
"S_Tu-2","UV910",13043070
"S_Tu-2","S_Korean-1",15957000
"S_Tu-2","S_Georgian-1",3246000
"S_Tu-2","S_Orcadian-1",5362000
"S_Tu-2","ERS699811",11653000
"S_Tu-2","S_Tajik-1",5208000
"S_Tu-2","S_Eskimo_Chaplin-1",15578000
"S_Tu-2","KUN03",8340000
"S_Tu-2","ERS700559",18113000
"S_Tu-2","S_Thai-2",14145000
"S_Tu-2","ERS724857",15516000
"S_Tu-2","S_Even-1",14724000
"S_Tu-2","ERS724834",14362000
"S_Tu-2","S_Hungarian-1",4094000
"S_Tu-2","MAR05",9868000
"S_Tu-2","ERS699820",13774000
"S_Tu-2","S_Makrani-2",4994000
"S_Tu-2","S_Cambodian-2",13694000
"S_Tu-2","ERS724859",15837000
"S_Tu-2","ERS724875",15673000
"S_Tu-2","13748_6",8659000
"S_Tu-2","S_Lahu-2",15579000
"S_Tu-2","S_Irula-2",6390000
"S_Tu-2","ERS699812",13405000
"S_Tu-2","S_Turkish-2",5458000
"S_Tu-2","S_Yemenite_Jew-2",4289000
"S_Tu-2","S_Brahui-2",4700000
"S_Tu-2","S_Iraqi_Jew-1",2786000
"S_Tu-2","ERS700535",17157000
"S_Tu-2","S_Kyrgyz-2",12797000
"S_Tu-2","ERS985090",16485000
"S_Tu-2","ERS700543",19157000
"S_Tu-2","ERS984054",16373000
"S_Tu-2","S_Brahui-1",5151000
"S_Tu-2","S_Mala-3",6593000
"S_Tu-2","S_Han-1",18787000
"S_Tu-2","S_Naxi-2",17390000
"S_Tu-2","S_Saami-2",10483000
"S_Tu-2","ERS700558",16654000
"S_Tu-2","S_Tubalar-1",13748000
"S_Tu-2","S_Lezgin-1",5237000
"S_Tu-2","S_Polish-1",5077000
"S_Tu-2","ERS700562",17508000
"S_Tu-2","S_Kusunda-2",10557000
"S_Tu-2","S_Xibo-2",17463000
"S_Tu-2","S_Lezgin-2",4608000
"S_Tu-2","ERS724867",14230000
"S_Tu-2","S_Norwegian-1",6283000
"S_Tu-2","ERS699827",12936000
"S_Tu-2","S_Bulgarian-1",5838000
"S_Tu-2","ERS699813",13975000
"S_Tu-2","S_Abkhasian-2",3591000
"S_Tu-2","S_Brahmin-2",6544000
"S_Tu-2","S_Kinh-2",15529000
"S_Tu-2","S_Tuscan-1",5424000
"S_Tu-2","S_Spanish-1",4890000
"S_Tu-2","S_Yi-1",13491000
"S_Tu-2","S_Thai-1",14895000
"S_Tu-2","S_Palestinian-3",3352000
"S_Tu-2","BUN05",8518000
"S_Tu-2","S_Bergamo-2",5239000
"S_Tu-2","13748_8",9170000
"S_Tu-2","S_Kusunda-1",10782000
"S_Tu-2","S_Tlingit-1",9370000
"S_Tu-2","S_Albanian-1",5072000
"S_Tu-2","S_Tubalar-2",14569000
"S_Tu-2","ERS699824",16615000
"S_Punjabi-2","ERS724864",6573000
"S_Punjabi-2","S_Altaian-1",5923000
"S_Punjabi-2","TAR02",7208000
"S_Punjabi-2","ERS700541",5811000
"S_Punjabi-2","ERS700536",6751000
"S_Punjabi-2","S_English-1",4321000
"S_Punjabi-2","S_Papuan-2",13449880
"S_Punjabi-2","S_Eskimo_Sireniki-1",6102000
"S_Punjabi-2","S_English-2",4268000
"S_Punjabi-2","UV1263",9167547
"S_Punjabi-2","S_Even-2",5506000
"S_Punjabi-2","ERS724851",8408000
"S_Punjabi-2","S_Kalash-2",7802000
"S_Punjabi-2","S_Dai-1",5520000
"S_Punjabi-2","S_Basque-1",5926000
"S_Punjabi-2","MEN01",6598000
"S_Punjabi-2","ERS699828",7002000
"S_Punjabi-2","ERS700554",5930000
"S_Punjabi-2","ERS700537",6656000
"S_Punjabi-2","S_Sardinian-1",6045000
"S_Punjabi-2","ERS724852",9443000
"S_Punjabi-2","S_Finnish-2",6443000
"S_Punjabi-2","S_Papuan-11",10467223
"S_Punjabi-2","ERS699817",6124000
"S_Punjabi-2","ERS700563",5715000
"S_Punjabi-2","13784_5",6013000
"S_Punjabi-2","S_Dai-2",5104000
"S_Punjabi-2","S_Japanese-2",5172000
"S_Punjabi-2","ERS700538",6157000
"S_Punjabi-2","S_Uygur-1",5991000
"S_Punjabi-2","S_BedouinB-1",4266000
"S_Punjabi-2","S_Madiga-1",7939000
"S_Punjabi-2","ERS724861",4716000
"S_Punjabi-2","S_Tujia-2",4890000
"S_Punjabi-2","MAR04",6535000
"S_Punjabi-2","S_Miao-2",5605000
"S_Punjabi-2","ERS700557",6022000
"S_Punjabi-2","S_Greek-2",5543000
"S_Punjabi-2","S_Punjabi-1",12320000
"S_Punjabi-2","BUN01",5343000
"S_Punjabi-2","S_Relli-1",8361000
"S_Punjabi-2","ERS724853",6749000
"S_Punjabi-2","ERS724874",6368000
"S_Punjabi-2","ERS985079",5908000
"S_Punjabi-2","KUN05",6661000
"S_Punjabi-2","ERS699819",5352000
"S_Punjabi-2","S_North_Ossetian-2",5507000
"S_Punjabi-2","S_Papuan-12",10669416
"S_Punjabi-2","S_Yakut-2",6457000
"S_Punjabi-2","S_Dai-3",5444000
"S_Punjabi-2","ERS700560",5665000
"S_Punjabi-2","S_Tajik-2",6621000
"S_Punjabi-2","S_Russian-1",6214000
"S_Punjabi-2","ERS699818",6061000
"S_Punjabi-2","BUN04",6598000
"S_Punjabi-2","ERS724835",4560000
"S_Punjabi-2","S_Bengali-2",7711000
"S_Punjabi-2","ERS724854",5277000
"S_Punjabi-2","UV964",8727327
"S_Punjabi-2","S_Khonda_Dora-1",7331000
"S_Punjabi-2","S_Abkhasian-1",5770000
"S_Punjabi-2","ERS699822",5434000
"S_Punjabi-2","ERS724850",5105000
"S_Punjabi-2","ERS724866",6073000
"S_Punjabi-2","S_Burusho-1",7466000
"S_Punjabi-2","ERS724848",5616000
"S_Punjabi-2","S_Irula-1",8020000
"S_Punjabi-2","UV931",10147752
"S_Punjabi-2","S_Yadava-1",7669000
"S_Punjabi-2","S_Druze-2",4629000
"S_Punjabi-2","UV910",8669770
"S_Punjabi-2","S_Korean-1",5940000
"S_Punjabi-2","S_Georgian-1",6545000
"S_Punjabi-2","S_Orcadian-1",6915000
"S_Punjabi-2","ERS699811",6924000
"S_Punjabi-2","S_Tajik-1",5985000
"S_Punjabi-2","S_Eskimo_Chaplin-1",6319000
"S_Punjabi-2","KUN03",6167000
"S_Punjabi-2","ERS700559",5387000
"S_Punjabi-2","S_Thai-2",5477000
"S_Punjabi-2","ERS724857",5635000
"S_Punjabi-2","S_Even-1",6412000
"S_Punjabi-2","ERS724834",5825000
"S_Punjabi-2","S_Hungarian-1",5051000
"S_Punjabi-2","MAR05",5413000
"S_Punjabi-2","ERS699820",5529000
"S_Punjabi-2","S_Makrani-2",4665000
"S_Punjabi-2","S_Cambodian-2",5794000
"S_Punjabi-2","ERS724859",5496000
"S_Punjabi-2","ERS724875",7153000
"S_Punjabi-2","13748_6",5912000
"S_Punjabi-2","S_Lahu-2",5754000
"S_Punjabi-2","S_Irula-2",7456000
"S_Punjabi-2","ERS699812",7641000
"S_Punjabi-2","S_Turkish-2",5629000
"S_Punjabi-2","S_Yemenite_Jew-2",4200000
"S_Punjabi-2","S_Brahui-2",5892000
"S_Punjabi-2","S_Iraqi_Jew-1",5259000
"S_Punjabi-2","ERS700535",5635000
"S_Punjabi-2","S_Kyrgyz-2",5464000
"S_Punjabi-2","ERS985090",4540000
"S_Punjabi-2","ERS700543",6387000
"S_Punjabi-2","ERS984054",6728000
"S_Punjabi-2","S_Brahui-1",5782000
"S_Punjabi-2","S_Mala-3",7988000
"S_Punjabi-2","S_Han-1",7911000
"S_Punjabi-2","S_Naxi-2",5914000
"S_Punjabi-2","S_Saami-2",7204000
"S_Punjabi-2","ERS700558",5484000
"S_Punjabi-2","S_Tubalar-1",4396000
"S_Punjabi-2","S_Lezgin-1",5933000
"S_Punjabi-2","S_Polish-1",5927000
"S_Punjabi-2","ERS700562",4734000
"S_Punjabi-2","S_Kusunda-2",4929000
"S_Punjabi-2","S_Xibo-2",5718000
"S_Punjabi-2","S_Lezgin-2",4253000
"S_Punjabi-2","ERS724867",4860000
"S_Punjabi-2","S_Norwegian-1",6158000
"S_Punjabi-2","ERS699827",4388000
"S_Punjabi-2","S_Bulgarian-1",6744000
"S_Punjabi-2","ERS699813",6107000
"S_Punjabi-2","S_Abkhasian-2",4932000
"S_Punjabi-2","S_Brahmin-2",9668000
"S_Punjabi-2","S_Kinh-2",7179000
"S_Punjabi-2","S_Tuscan-1",5935000
"S_Punjabi-2","S_Spanish-1",4432000
"S_Punjabi-2","S_Yi-1",5676000
"S_Punjabi-2","S_Thai-1",7528000
"S_Punjabi-2","S_Palestinian-3",3854000
"S_Punjabi-2","BUN05",7463000
"S_Punjabi-2","S_Bergamo-2",6824000
"S_Punjabi-2","13748_8",6645000
"S_Punjabi-2","S_Kusunda-1",5914000
"S_Punjabi-2","S_Tlingit-1",6263000
"S_Punjabi-2","S_Albanian-1",5904000
"S_Punjabi-2","S_Tubalar-2",6531000
"S_Punjabi-2","ERS699824",5216000
"ERS724864","S_Altaian-1",12947000
"ERS724864","TAR02",8683000
"ERS724864","ERS700541",20040000
"ERS724864","ERS700536",17557000
"ERS724864","S_English-1",4200000
"ERS724864","S_Papuan-2",17694260
"ERS724864","S_Eskimo_Sireniki-1",13083000
"ERS724864","S_English-2",2565000
"ERS724864","UV1263",16213120
"ERS724864","S_Even-2",13394000
"ERS724864","ERS724851",10808000
"ERS724864","S_Kalash-2",5563000
"ERS724864","S_Dai-1",13918000
"ERS724864","S_Basque-1",3598000
"ERS724864","MEN01",9341000
"ERS724864","ERS699828",13638000
"ERS724864","ERS700554",15611000
"ERS724864","ERS700537",17945000
"ERS724864","S_Sardinian-1",2771000
"ERS724864","ERS724852",9646000
"ERS724864","S_Finnish-2",5130000
"ERS724864","S_Papuan-11",20825645
"ERS724864","ERS699817",14175000
"ERS724864","ERS700563",17398000
"ERS724864","13784_5",8662000
"ERS724864","S_Dai-2",15007000
"ERS724864","S_Japanese-2",13238000
"ERS724864","ERS700538",17705000
"ERS724864","S_Uygur-1",10061000
"ERS724864","S_BedouinB-1",2453000
"ERS724864","S_Madiga-1",5870000
"ERS724864","ERS724861",16172000
"ERS724864","S_Tujia-2",13717000
"ERS724864","MAR04",9742000
"ERS724864","S_Miao-2",15507000
"ERS724864","ERS700557",18676000
"ERS724864","S_Greek-2",3623000
"ERS724864","S_Punjabi-1",7202000
"ERS724864","BUN01",9591000
"ERS724864","S_Relli-1",7804000
"ERS724864","ERS724853",16300000
"ERS724864","ERS724874",16695000
"ERS724864","ERS985079",15836000
"ERS724864","KUN05",8996000
"ERS724864","ERS699819",15366000
"ERS724864","S_North_Ossetian-2",4538000
"ERS724864","S_Papuan-12",16293884
"ERS724864","S_Yakut-2",14251000
"ERS724864","S_Dai-3",14838000
"ERS724864","ERS700560",14615000
"ERS724864","S_Tajik-2",4912000
"ERS724864","S_Russian-1",6073000
"ERS724864","ERS699818",13152000
"ERS724864","BUN04",8454000
"ERS724864","ERS724835",15045000
"ERS724864","S_Bengali-2",8712000
"ERS724864","ERS724854",15511000
"ERS724864","UV964",16793947
"ERS724864","S_Khonda_Dora-1",8875000
"ERS724864","S_Abkhasian-1",5161000
"ERS724864","ERS699822",14849000
"ERS724864","ERS724850",9737000
"ERS724864","ERS724866",17269000
"ERS724864","S_Burusho-1",6852000
"ERS724864","ERS724848",15639000
"ERS724864","S_Irula-1",8095000
"ERS724864","UV931",18123347
"ERS724864","S_Yadava-1",7868000
"ERS724864","S_Druze-2",3014000
"ERS724864","UV910",16932120
"ERS724864","S_Korean-1",14450000
"ERS724864","S_Georgian-1",3350000
"ERS724864","S_Orcadian-1",5350000
"ERS724864","ERS699811",13381000
"ERS724864","S_Tajik-1",4199000
"ERS724864","S_Eskimo_Chaplin-1",13823000
"ERS724864","KUN03",8687000
"ERS724864","ERS700559",18309000
"ERS724864","S_Thai-2",14376000
"ERS724864","ERS724857",17387000
"ERS724864","S_Even-1",13744000
"ERS724864","ERS724834",15058000
"ERS724864","S_Hungarian-1",3769000
"ERS724864","MAR05",10811000
"ERS724864","ERS699820",13791000
"ERS724864","S_Makrani-2",2917000
"ERS724864","S_Cambodian-2",13395000
"ERS724864","ERS724859",15946000
"ERS724864","ERS724875",15582000
"ERS724864","13748_6",8913000
"ERS724864","S_Lahu-2",15303000
"ERS724864","S_Irula-2",5405000
"ERS724864","ERS699812",15876000
"ERS724864","S_Turkish-2",5647000
"ERS724864","S_Yemenite_Jew-2",2917000
"ERS724864","S_Brahui-2",4205000
"ERS724864","S_Iraqi_Jew-1",3050000
"ERS724864","ERS700535",15217000
"ERS724864","S_Kyrgyz-2",10775000
"ERS724864","ERS985090",17250000
"ERS724864","ERS700543",17803000
"ERS724864","ERS984054",16679000
"ERS724864","S_Brahui-1",4626000
"ERS724864","S_Mala-3",8864000
"ERS724864","S_Han-1",17903000
"ERS724864","S_Naxi-2",15059000
"ERS724864","S_Saami-2",8580000
"ERS724864","ERS700558",14943000
"ERS724864","S_Tubalar-1",10931000
"ERS724864","S_Lezgin-1",4483000
"ERS724864","S_Polish-1",4854000
"ERS724864","ERS700562",17905000
"ERS724864","S_Kusunda-2",9335000
"ERS724864","S_Xibo-2",16282000
"ERS724864","S_Lezgin-2",4725000
"ERS724864","ERS724867",15392000
"ERS724864","S_Norwegian-1",4397000
"ERS724864","ERS699827",13043000
"ERS724864","S_Bulgarian-1",3799000
"ERS724864","ERS699813",14015000
"ERS724864","S_Abkhasian-2",2314000
"ERS724864","S_Brahmin-2",7267000
"ERS724864","S_Kinh-2",14576000
"ERS724864","S_Tuscan-1",3775000
"ERS724864","S_Spanish-1",4571000
"ERS724864","S_Yi-1",15856000
"ERS724864","S_Thai-1",15223000
"ERS724864","S_Palestinian-3",3072000
"ERS724864","BUN05",9790000
"ERS724864","S_Bergamo-2",3287000
"ERS724864","13748_8",9706000
"ERS724864","S_Kusunda-1",11520000
"ERS724864","S_Tlingit-1",7158000
"ERS724864","S_Albanian-1",4960000
"ERS724864","S_Tubalar-2",12384000
"ERS724864","ERS699824",15089000
"S_Altaian-1","TAR02",7506000
"S_Altaian-1","ERS700541",13299000
"S_Altaian-1","ERS700536",13954000
"S_Altaian-1","S_English-1",5864000
"S_Altaian-1","S_Papuan-2",17190842
"S_Altaian-1","S_Eskimo_Sireniki-1",13992000
"S_Altaian-1","S_English-2",5648000
"S_Altaian-1","UV1263",15353662
"S_Altaian-1","S_Even-2",13999000
"S_Altaian-1","ERS724851",10673000
"S_Altaian-1","S_Kalash-2",5608000
"S_Altaian-1","S_Dai-1",12129000
"S_Altaian-1","S_Basque-1",5867000
"S_Altaian-1","MEN01",8422000
"S_Altaian-1","ERS699828",11799000
"S_Altaian-1","ERS700554",14041000
"S_Altaian-1","ERS700537",14517000
"S_Altaian-1","S_Sardinian-1",5033000
"S_Altaian-1","ERS724852",8582000
"S_Altaian-1","S_Finnish-2",7820000
"S_Altaian-1","S_Papuan-11",16310927
"S_Altaian-1","ERS699817",11384000
"S_Altaian-1","ERS700563",13439000
"S_Altaian-1","13784_5",5934000
"S_Altaian-1","S_Dai-2",12956000
"S_Altaian-1","S_Japanese-2",11876000
"S_Altaian-1","ERS700538",12295000
"S_Altaian-1","S_Uygur-1",10925000
"S_Altaian-1","S_BedouinB-1",3683000
"S_Altaian-1","S_Madiga-1",6323000
"S_Altaian-1","ERS724861",12036000
"S_Altaian-1","S_Tujia-2",11621000
"S_Altaian-1","MAR04",7882000
"S_Altaian-1","S_Miao-2",12229000
"S_Altaian-1","ERS700557",13179000
"S_Altaian-1","S_Greek-2",4801000
"S_Altaian-1","S_Punjabi-1",7493000
"S_Altaian-1","BUN01",7679000
"S_Altaian-1","S_Relli-1",6656000
"S_Altaian-1","ERS724853",12527000
"S_Altaian-1","ERS724874",13159000
"S_Altaian-1","ERS985079",12959000
"S_Altaian-1","KUN05",7714000
"S_Altaian-1","ERS699819",13447000
"S_Altaian-1","S_North_Ossetian-2",4978000
"S_Altaian-1","S_Papuan-12",10826534
"S_Altaian-1","S_Yakut-2",13161000
"S_Altaian-1","S_Dai-3",12282000
"S_Altaian-1","ERS700560",14334000
"S_Altaian-1","S_Tajik-2",5078000
"S_Altaian-1","S_Russian-1",7347000
"S_Altaian-1","ERS699818",13352000
"S_Altaian-1","BUN04",8546000
"S_Altaian-1","ERS724835",10861000
"S_Altaian-1","S_Bengali-2",7375000
"S_Altaian-1","ERS724854",11082000
"S_Altaian-1","UV964",16094444
"S_Altaian-1","S_Khonda_Dora-1",8831000
"S_Altaian-1","S_Abkhasian-1",5012000
"S_Altaian-1","ERS699822",11590000
"S_Altaian-1","ERS724850",9605000
"S_Altaian-1","ERS724866",15510000
"S_Altaian-1","S_Burusho-1",8060000
"S_Altaian-1","ERS724848",12274000
"S_Altaian-1","S_Irula-1",6152000
"S_Altaian-1","UV931",15300779
"S_Altaian-1","S_Yadava-1",7527000
"S_Altaian-1","S_Druze-2",2934000
"S_Altaian-1","UV910",14539401
"S_Altaian-1","S_Korean-1",14959000
"S_Altaian-1","S_Georgian-1",6172000
"S_Altaian-1","S_Orcadian-1",6769000
"S_Altaian-1","ERS699811",10126000
"S_Altaian-1","S_Tajik-1",5917000
"S_Altaian-1","S_Eskimo_Chaplin-1",13321000
"S_Altaian-1","KUN03",6857000
"S_Altaian-1","ERS700559",12631000
"S_Altaian-1","S_Thai-2",12778000
"S_Altaian-1","ERS724857",11863000
"S_Altaian-1","S_Even-1",12094000
"S_Altaian-1","ERS724834",11755000
"S_Altaian-1","S_Hungarian-1",6165000
"S_Altaian-1","MAR05",7578000
"S_Altaian-1","ERS699820",11631000
"S_Altaian-1","S_Makrani-2",3466000
"S_Altaian-1","S_Cambodian-2",12443000
"S_Altaian-1","ERS724859",11667000
"S_Altaian-1","ERS724875",13487000
"S_Altaian-1","13748_6",7923000
"S_Altaian-1","S_Lahu-2",12418000
"S_Altaian-1","S_Irula-2",6426000
"S_Altaian-1","ERS699812",12409000
"S_Altaian-1","S_Turkish-2",5046000
"S_Altaian-1","S_Yemenite_Jew-2",5307000
"S_Altaian-1","S_Brahui-2",6470000
"S_Altaian-1","S_Iraqi_Jew-1",3816000
"S_Altaian-1","ERS700535",12838000
"S_Altaian-1","S_Kyrgyz-2",12008000
"S_Altaian-1","ERS985090",12877000
"S_Altaian-1","ERS700543",14111000
"S_Altaian-1","ERS984054",13713000
"S_Altaian-1","S_Brahui-1",4161000
"S_Altaian-1","S_Mala-3",6749000
"S_Altaian-1","S_Han-1",13516000
"S_Altaian-1","S_Naxi-2",14193000
"S_Altaian-1","S_Saami-2",10635000
"S_Altaian-1","ERS700558",13296000
"S_Altaian-1","S_Tubalar-1",13136000
"S_Altaian-1","S_Lezgin-1",5942000
"S_Altaian-1","S_Polish-1",6339000
"S_Altaian-1","ERS700562",15052000
"S_Altaian-1","S_Kusunda-2",8643000
"S_Altaian-1","S_Xibo-2",13706000
"S_Altaian-1","S_Lezgin-2",6670000
"S_Altaian-1","ERS724867",12314000
"S_Altaian-1","S_Norwegian-1",6488000
"S_Altaian-1","ERS699827",9773000
"S_Altaian-1","S_Bulgarian-1",6862000
"S_Altaian-1","ERS699813",14162000
"S_Altaian-1","S_Abkhasian-2",5042000
"S_Altaian-1","S_Brahmin-2",6099000
"S_Altaian-1","S_Kinh-2",12965000
"S_Altaian-1","S_Tuscan-1",5674000
"S_Altaian-1","S_Spanish-1",5308000
"S_Altaian-1","S_Yi-1",13540000
"S_Altaian-1","S_Thai-1",10736000
"S_Altaian-1","S_Palestinian-3",4310000
"S_Altaian-1","BUN05",7093000
"S_Altaian-1","S_Bergamo-2",5207000
"S_Altaian-1","13748_8",7555000
"S_Altaian-1","S_Kusunda-1",9766000
"S_Altaian-1","S_Tlingit-1",8292000
"S_Altaian-1","S_Albanian-1",6453000
"S_Altaian-1","S_Tubalar-2",12998000
"S_Altaian-1","ERS699824",12280000
"TAR02","ERS700541",8664000
"TAR02","ERS700536",9924000
"TAR02","S_English-1",4100000
"TAR02","S_Papuan-2",65188168
