"individual_1","individual_2","total_length"
"MAR01","MEN01",70315000
"MAR01","S_Kapu-2",11639000
"MAR01","S_Finnish-3",10861000
"MAR01","S_Papuan-10",117884864
"MAR01","MEN02",70439000
"MAR01","UV897",67582505
"MAR01","S_French-1",7989000
"MAR01","ERS700532",16882000
"MAR01","S_Relli-1",12596000
"MAR01","UV305",83274288
"MAR01","ERS699815",16736000
"MAR01","ERS700563",19508000
"MAR01","S_Brahui-1",9558000
"MAR01","ERS985079",15628000
"MAR01","S_Khonda_Dora-1",14740000
"MAR01","S_Estonian-1",10379000
"MAR01","S_Japanese-1",14945000
"MAR01","S_Burmese-1",15878000
"MAR01","S_Cambodian-1",15404000
"MAR01","13748_8",66072000
"MAR01","S_Kalash-2",9743000
"MAR01","S_Korean-1",16084000
"MAR01","S_BedouinB-1",8188000
"MAR01","ERS724872",17660000
"MAR01","S_Hazara-2",12399000
"MAR01","ERS700535",16983000
"MAR01","S_Sindhi-2",10007000
"MAR01","ERS724874",16077000
"MAR01","TAR01",71226000
"MAR01","S_Bengali-2",14863000
"MAR01","S_Aleut-2",10953000
"MAR01","ERS724868",16686000
"MAR01","S_Tajik-1",10637000
"MAR01","S_Hungarian-2",10303000
"MAR01","S_Jordanian-2",5981000
"MAR01","ERS699828",15284000
"MAR01","13733_8",68676000
"MAR01","13784_5",68423000
"MAR01","ERS699825",13571000
"MAR01","13748_5",61688000
"MAR01","UV580",80493870
"MAR01","UV573",83361723
"MAR01","ERS724834",15617000
"MAR01","S_Hungarian-1",10046000
"MAR01","S_Samaritan-1",6850000
"MAR01","13748_3",66055000
"MAR01","S_Lahu-1",15346000
"MAR01","ERS699820",13643000
"MAR01","S_Thai-2",17234000
"MAR01","S_Burusho-2",13595000
"MAR01","UV923",76089339
"MAR01","S_She-2",13171000
"MAR01","S_Pathan-2",11516000
"MAR01","S_Armenian-2",10458000
"MAR01","S_Japanese-3",14682000
"MAR01","S_Czech-2",8365000
"MAR01","MAR03",73674000
"MAR01","ERS985090",16167000
"MAR01","S_Spanish-1",10450000
"MAR01","S_Aleut-1",15181000
"MAR01","ERS700533",17265000
"MAR01","S_Tuscan-1",8945000
"MAR01","S_Even-1",13796000
"MAR01","S_Eskimo_Sireniki-2",14686000
"MAR01","S_Dai-3",15715000
"MAR01","13748_4",58141000
"MAR01","S_Jordanian-3",8045000
"MAR01","S_Finnish-1",10014000
"MAR01","S_Yemenite_Jew-1",7667000
"MAR01","ERS700561",15603000
"MAR01","S_Pathan-1",10923000
"MAR01","S_Albanian-1",11588000
"MAR01","S_Mansi-2",12971000
"MAR01","13784_2",66239000
"MAR01","S_Madiga-2",12049000
"MAR01","S_Punjabi-1",13911000
"MAR01","MAR02",72160000
"MAR01","S_Kapu-1",12852000
"MAR01","KUN05",71786000
"MAR01","S_Druze-1",9949000
"MAR01","S_Thai-1",15566000
"MAR01","S_Bergamo-2",8500000
"MAR01","ERS724852",14535000
"MAR01","S_Papuan-8",110976017
"MAR01","UV1230",72891950
"MAR01","S_Miao-1",15720000
"MAR01","S_Estonian-2",10874000
"MAR01","S_Greek-1",7484000
"MAR01","ERS700553",17497000
"MAR01","S_Yadava-2",12545000
"MAR01","ERS724866",16631000
"MAR01","ERS700562",16330000
"MAR01","S_Yakut-1",13813000
"MAR01","S_Palestinian-1",7087000
"MAR01","13784_4",64214000
"MAR01","S_Tubalar-2",15069000
"MAR01","ERS700558",17272000
"MAR01","S_Japanese-2",15505000
"MAR01","ERS724861",15973000
"MAR01","S_Eskimo_Naukan-1",14369000
"MAR01","S_Iraqi_Jew-1",8867000
"MAR01","ERS724835",15884000
"MAR01","S_Tu-1",15990000
"MAR01","ERS699819",17010000
"MAR01","S_Mongola-1",14314000
"MAR01","ERS724876",15716000
"MAR01","SS6004472",66024000
"MAR01","ERS724859",17586000
"MAR01","S_Madiga-1",13477000
"MAR01","ERS699812",17174000
"MAR01","ERS699822",16952000
"MAR01","S_English-2",10635000
"MAR01","ERS700529",16647000
"MAR01","S_Sardinian-1",9337000
"MAR01","ERS699813",15080000
"MAR01","S_Russian-1",9259000
"MAR01","S_Russian-2",11412000
"MAR01","ERS699814",17587000
"MAR01","S_Brahmin-2",12471000
"MAR01","ERS724853",18126000
"MAR01","S_Makrani-1",11759000
"MAR01","S_Lahu-2",17568000
"MAR01","S_Druze-2",7308000
"MAR01","ERS699826",17012000
"MAR01","S_Tujia-2",12894000
"MAR01","ERS699827",14735000
"MAR01","S_Sindhi-1",11959000
"MAR01","S_Bulgarian-1",10017000
"MAR01","S_Mansi-1",15060000
"MAR01","S_Yi-2",17068000
"MAR01","S_Basque-2",10169000
"MAR01","ERS700534",16376000
"MAR01","ERS985092",17534000
"MAR01","S_Mala-3",12824000
"MAR01","BUN04",68258000
"MAR01","S_Abkhasian-1",10067000
"MAR01","S_Iraqi_Jew-2",7293000
"MAR01","S_Tujia-1",15879000
"MAR01","S_Iranian-2",9695000
"MAR01","S_Mongola-2",15412000
"MAR01","ERS724851",15344000
"MAR01","S_Yemenite_Jew-2",8528000
"MAR01","S_Adygei-1",9652000
"MAR01","S_Hazara-1",12060000
"MAR01","S_Xibo-2",14887000
"MAR01","S_Orcadian-2",10094000
"MAR01","ERS985078",18029000
"MAR01","S_Even-3",15215000
"MAR01","S_Yi-1",12669000
"MAR01","S_Makrani-2",9165000
"MAR01","S_Jordanian-1",7894000
"MAR01","S_Burusho-1",12330000
"MAR01","S_Punjabi-4",10534000
"MAR01","ERS700560",17250000
"MAR01","S_Spanish-2",9926000
"MAR01","S_Lezgin-1",10571000
"MAR01","S_Even-2",15262000
"MAR01","S_Balochi-2",10064000
"ERS724865","S_Daur-2",19251000
"ERS724865","S_Kalash-1",10964000
"ERS724865","ERS724858",22203000
"ERS724865","S_Icelandic-2",8684000
"ERS724865","ERS699829",22725000
"ERS724865","UV964",30905418
"ERS724865","ERS699824",20888000
"ERS724865","S_Naxi-2",20552000
"ERS724865","S_Uygur-2",16732000
"ERS724865","ERS724875",23287000
"ERS724865","S_Tlingit-2",14295000
"ERS724865","S_Papuan-12",30486794
"ERS724865","KUN02",18241000
"ERS724865","MEN05",17814000
"ERS724865","ERS724862",25152000
"ERS724865","ERS724871",21323000
"ERS724865","S_Tajik-2",12427000
"ERS724865","ERS699811",19067000
"ERS724865","S_Kyrgyz-2",18077000
"ERS724865","ERS724850",14606000
"ERS724865","UV944",26895130
"ERS724865","ERS700559",25467000
"ERS724865","KUN03",15951000
"ERS724865","ERS700538",21969000
"ERS724865","S_Bergamo-1",7498000
"ERS724865","S_Kusunda-2",15971000
"ERS724865","S_Ami-2",19635000
"ERS724865","ERS724849",15782000
"ERS724865","S_Polish-1",8096000
"ERS724865","S_Bengali-1",14208000
"ERS724865","UV927",29163002
"ERS724865","MAR05",17564000
"ERS724865","S_Palestinian-3",6112000
"ERS724865","MEN03",20320000
"ERS724865","S_Tu-2",20945000
"ERS724865","ERS724867",20112000
"ERS724865","UV518",27554700
"ERS724865","S_Uygur-1",16468000
"ERS724865","S_Hezhen-1",21572000
"ERS724865","S_Icelandic-1",8425000
"ERS724865","S_Yadava-1",12870000
"ERS724865","S_Naxi-1",20775000
"ERS724865","UV1196",27614352
"ERS724865","UV1003",29066886
"ERS724865","ERS699821",24013000
"ERS724865","ERS984054",23509000
"ERS724865","S_Oroqen-2",19921000
"ERS724865","S_Tuscan-2",8208000
"ERS724865","UV940",28118724
"ERS724865","S_Punjabi-3",10443000
"ERS724865","MEN04",18112000
"ERS724865","ERS724833",21630000
"ERS724865","S_Georgian-1",8695000
"ERS724865","UV986",26866303
"ERS724865","ERS700546",25529000
"ERS724865","MAR04",19348000
"ERS724865","S_Palestinian-2",8617000
"ERS724865","BUN05",18974000
"ERS724865","S_BedouinB-2",6991000
"ERS724865","S_Chukchi-1",15471000
"ERS724865","S_Papuan-6",29047533
"ERS724865","UV910",26105607
"ERS724865","S_Lezgin-2",8553000
"ERS724865","ERS700543",21802000
"ERS724865","ERS700537",24946000
"ERS724865","S_Ami-1",17748000
"ERS724865","S_Kinh-2",19282000
"ERS724865","S_Relli-2",12560000
"ERS724865","S_Abkhasian-2",8796000
"ERS724865","UV956",29834396
"ERS724865","S_Cambodian-2",18513000
"ERS724865","13784_3",15947000
"ERS724865","MEN01",17615000
"ERS724865","S_Kapu-2",13963000
"ERS724865","S_Finnish-3",9730000
"ERS724865","S_Papuan-10",26889238
"ERS724865","MEN02",18885000
"ERS724865","UV897",27791220
"ERS724865","S_French-1",6225000
"ERS724865","ERS700532",21243000
"ERS724865","S_Relli-1",12669000
"ERS724865","UV305",24523510
"ERS724865","ERS699815",21213000
"ERS724865","ERS700563",22488000
"ERS724865","S_Brahui-1",10305000
"ERS724865","ERS985079",20375000
"ERS724865","S_Khonda_Dora-1",14104000
"ERS724865","S_Estonian-1",9922000
"ERS724865","S_Japanese-1",20612000
"ERS724865","S_Burmese-1",20463000
"ERS724865","S_Cambodian-1",18423000
"ERS724865","13748_8",18211000
"ERS724865","S_Kalash-2",9690000
"ERS724865","S_Korean-1",21279000
"ERS724865","S_BedouinB-1",5973000
"ERS724865","ERS724872",23832000
"ERS724865","S_Hazara-2",15472000
"ERS724865","ERS700535",21951000
"ERS724865","S_Sindhi-2",10215000
"ERS724865","ERS724874",22640000
"ERS724865","TAR01",17936000
"ERS724865","S_Bengali-2",14798000
"ERS724865","S_Aleut-2",15516000
"ERS724865","ERS724868",23974000
"ERS724865","S_Tajik-1",10129000
"ERS724865","S_Hungarian-2",8190000
"ERS724865","S_Jordanian-2",6444000
"ERS724865","ERS699828",21711000
"ERS724865","13733_8",15542000
"ERS724865","13784_5",18668000
"ERS724865","ERS699825",19069000
"ERS724865","13748_5",16274000
"ERS724865","UV580",23869488
"ERS724865","UV573",27503494
"ERS724865","ERS724834",22512000
"ERS724865","S_Hungarian-1",8308000
"ERS724865","S_Samaritan-1",8377000
"ERS724865","13748_3",17073000
"ERS724865","S_Lahu-1",18536000
"ERS724865","ERS699820",22235000
"ERS724865","S_Thai-2",18546000
"ERS724865","S_Burusho-2",11659000
"ERS724865","UV923",25265895
"ERS724865","S_She-2",20187000
"ERS724865","S_Pathan-2",10175000
"ERS724865","S_Armenian-2",7936000
"ERS724865","S_Japanese-3",21350000
"ERS724865","S_Czech-2",8667000
"ERS724865","MAR03",17816000
"ERS724865","ERS985090",22218000
"ERS724865","S_Spanish-1",8635000
"ERS724865","S_Aleut-1",15674000
"ERS724865","ERS700533",22569000
"ERS724865","S_Tuscan-1",8811000
"ERS724865","S_Even-1",17307000
"ERS724865","S_Eskimo_Sireniki-2",17397000
"ERS724865","S_Dai-3",19337000
"ERS724865","13748_4",17361000
"ERS724865","S_Jordanian-3",6803000
"ERS724865","S_Finnish-1",10284000
"ERS724865","S_Yemenite_Jew-1",5823000
"ERS724865","ERS700561",24015000
"ERS724865","S_Pathan-1",11337000
"ERS724865","S_Albanian-1",9085000
"ERS724865","S_Mansi-2",12893000
"ERS724865","13784_2",17617000
"ERS724865","S_Madiga-2",11985000
"ERS724865","S_Punjabi-1",12683000
"ERS724865","MAR02",17580000
"ERS724865","S_Kapu-1",13315000
"ERS724865","KUN05",18781000
"ERS724865","S_Druze-1",10285000
"ERS724865","S_Thai-1",20152000
"ERS724865","S_Bergamo-2",7005000
"ERS724865","ERS724852",15210000
"ERS724865","S_Papuan-8",29479035
"ERS724865","UV1230",28186817
"ERS724865","S_Miao-1",19455000
"ERS724865","S_Estonian-2",8498000
"ERS724865","S_Greek-1",7635000
"ERS724865","ERS700553",23302000
"ERS724865","S_Yadava-2",12824000
"ERS724865","ERS724866",22918000
"ERS724865","ERS700562",20939000
"ERS724865","S_Yakut-1",20557000
"ERS724865","S_Palestinian-1",6768000
"ERS724865","13784_4",18666000
"ERS724865","S_Tubalar-2",18988000
"ERS724865","ERS700558",22803000
"ERS724865","S_Japanese-2",20188000
"ERS724865","ERS724861",21901000
"ERS724865","S_Eskimo_Naukan-1",18586000
"ERS724865","S_Iraqi_Jew-1",7795000
"ERS724865","ERS724835",24307000
"ERS724865","S_Tu-1",20764000
"ERS724865","ERS699819",21030000
"ERS724865","S_Mongola-1",21861000
"ERS724865","ERS724876",22179000
"ERS724865","SS6004472",16443000
"ERS724865","ERS724859",20995000
"ERS724865","S_Madiga-1",12445000
"ERS724865","ERS699812",21452000
"ERS724865","ERS699822",20052000
"ERS724865","S_English-2",9028000
"ERS724865","ERS700529",21442000
"ERS724865","S_Sardinian-1",8856000
"ERS724865","ERS699813",21474000
"ERS724865","S_Russian-1",12034000
"ERS724865","S_Russian-2",10812000
"ERS724865","ERS699814",19140000
"ERS724865","S_Brahmin-2",11020000
"ERS724865","ERS724853",22025000
"ERS724865","S_Makrani-1",9660000
"ERS724865","S_Lahu-2",19176000
"ERS724865","S_Druze-2",6980000
"ERS724865","ERS699826",23501000
"ERS724865","S_Tujia-2",18088000
"ERS724865","ERS699827",17673000
"ERS724865","S_Sindhi-1",12612000
"ERS724865","S_Bulgarian-1",8063000
"ERS724865","S_Mansi-1",16203000
"ERS724865","S_Yi-2",19958000
"ERS724865","S_Basque-2",10285000
"ERS724865","ERS700534",21886000
"ERS724865","ERS985092",23115000
"ERS724865","S_Mala-3",13648000
"ERS724865","BUN04",17802000
"ERS724865","S_Abkhasian-1",8219000
"ERS724865","S_Iraqi_Jew-2",7570000
"ERS724865","S_Tujia-1",19809000
"ERS724865","S_Iranian-2",8e+06
"ERS724865","S_Mongola-2",19399000
"ERS724865","ERS724851",17723000
"ERS724865","S_Yemenite_Jew-2",7834000
"ERS724865","S_Adygei-1",9071000
"ERS724865","S_Hazara-1",15623000
"ERS724865","S_Xibo-2",19356000
"ERS724865","S_Orcadian-2",7712000
"ERS724865","ERS985078",22225000
"ERS724865","S_Even-3",18865000
"ERS724865","S_Yi-1",19859000
"ERS724865","S_Makrani-2",6519000
"ERS724865","S_Jordanian-1",6290000
"ERS724865","S_Burusho-1",11620000
"ERS724865","S_Punjabi-4",12580000
"ERS724865","ERS700560",21824000
"ERS724865","S_Spanish-2",8280000
"ERS724865","S_Lezgin-1",8756000
"ERS724865","S_Even-2",15956000
"ERS724865","S_Balochi-2",11278000
"S_Daur-2","S_Kalash-1",11481000
"S_Daur-2","ERS724858",18621000
"S_Daur-2","S_Icelandic-2",8714000
"S_Daur-2","ERS699829",19219000
"S_Daur-2","UV964",24435011
"S_Daur-2","ERS699824",20530000
"S_Daur-2","S_Naxi-2",22886000
"S_Daur-2","S_Uygur-2",16724000
"S_Daur-2","ERS724875",19992000
"S_Daur-2","S_Tlingit-2",16252000
"S_Daur-2","S_Papuan-12",27710521
"S_Daur-2","KUN02",17695000
"S_Daur-2","MEN05",15846000
"S_Daur-2","ERS724862",22705000
"S_Daur-2","ERS724871",18489000
"S_Daur-2","S_Tajik-2",9496000
"S_Daur-2","ERS699811",17054000
"S_Daur-2","S_Kyrgyz-2",16704000
"S_Daur-2","ERS724850",12656000
"S_Daur-2","UV944",21491290
"S_Daur-2","ERS700559",23486000
"S_Daur-2","KUN03",13033000
"S_Daur-2","ERS700538",19428000
"S_Daur-2","S_Bergamo-1",7233000
"S_Daur-2","S_Kusunda-2",13698000
"S_Daur-2","S_Ami-2",21613000
"S_Daur-2","ERS724849",13760000
"S_Daur-2","S_Polish-1",7907000
"S_Daur-2","S_Bengali-1",12652000
"S_Daur-2","UV927",21411467
"S_Daur-2","MAR05",13834000
"S_Daur-2","S_Palestinian-3",7170000
"S_Daur-2","MEN03",17758000
"S_Daur-2","S_Tu-2",23139000
"S_Daur-2","ERS724867",18243000
"S_Daur-2","UV518",21886748
"S_Daur-2","S_Uygur-1",15103000
"S_Daur-2","S_Hezhen-1",17374000
"S_Daur-2","S_Icelandic-1",8138000
"S_Daur-2","S_Yadava-1",11814000
"S_Daur-2","S_Naxi-1",20226000
"S_Daur-2","UV1196",21483276
"S_Daur-2","UV1003",22736494
"S_Daur-2","ERS699821",20762000
"S_Daur-2","ERS984054",18758000
"S_Daur-2","S_Oroqen-2",20212000
"S_Daur-2","S_Tuscan-2",7477000
"S_Daur-2","UV940",26093937
"S_Daur-2","S_Punjabi-3",9814000
"S_Daur-2","MEN04",15666000
"S_Daur-2","ERS724833",18529000
"S_Daur-2","S_Georgian-1",7659000
"S_Daur-2","UV986",25220402
"S_Daur-2","ERS700546",20912000
"S_Daur-2","MAR04",15678000
"S_Daur-2","S_Palestinian-2",7854000
"S_Daur-2","BUN05",15505000
"S_Daur-2","S_BedouinB-2",6587000
"S_Daur-2","S_Chukchi-1",14644000
"S_Daur-2","S_Papuan-6",25274898
"S_Daur-2","UV910",21945382
"S_Daur-2","S_Lezgin-2",9160000
"S_Daur-2","ERS700543",20670000
"S_Daur-2","ERS700537",21403000
"S_Daur-2","S_Ami-1",19564000
"S_Daur-2","S_Kinh-2",17143000
"S_Daur-2","S_Relli-2",12066000
"S_Daur-2","S_Abkhasian-2",6948000
"S_Daur-2","UV956",24649066
"S_Daur-2","S_Cambodian-2",19037000
"S_Daur-2","13784_3",16149000
"S_Daur-2","MEN01",16699000
"S_Daur-2","S_Kapu-2",11092000
"S_Daur-2","S_Finnish-3",9531000
"S_Daur-2","S_Papuan-10",26902727
"S_Daur-2","MEN02",15784000
"S_Daur-2","UV897",20125582
"S_Daur-2","S_French-1",8054000
"S_Daur-2","ERS700532",20382000
"S_Daur-2","S_Relli-1",12137000
"S_Daur-2","UV305",18539553
"S_Daur-2","ERS699815",18798000
"S_Daur-2","ERS700563",24438000
"S_Daur-2","S_Brahui-1",8818000
"S_Daur-2","ERS985079",19938000
"S_Daur-2","S_Khonda_Dora-1",13926000
"S_Daur-2","S_Estonian-1",8466000
"S_Daur-2","S_Japanese-1",20836000
"S_Daur-2","S_Burmese-1",16895000
"S_Daur-2","S_Cambodian-1",19383000
"S_Daur-2","13748_8",16915000
"S_Daur-2","S_Kalash-2",10521000
"S_Daur-2","S_Korean-1",19902000
"S_Daur-2","S_BedouinB-1",6792000
"S_Daur-2","ERS724872",19683000
"S_Daur-2","S_Hazara-2",13701000
"S_Daur-2","ERS700535",20824000
"S_Daur-2","S_Sindhi-2",10273000
"S_Daur-2","ERS724874",19583000
"S_Daur-2","TAR01",16509000
"S_Daur-2","S_Bengali-2",13502000
"S_Daur-2","S_Aleut-2",14523000
"S_Daur-2","ERS724868",18445000
"S_Daur-2","S_Tajik-1",10106000
"S_Daur-2","S_Hungarian-2",7653000
"S_Daur-2","S_Jordanian-2",5860000
"S_Daur-2","ERS699828",17447000
"S_Daur-2","13733_8",14531000
"S_Daur-2","13784_5",16595000
"S_Daur-2","ERS699825",18470000
"S_Daur-2","13748_5",14709000
"S_Daur-2","UV580",25073129
"S_Daur-2","UV573",26532912
"S_Daur-2","ERS724834",20121000
"S_Daur-2","S_Hungarian-1",9899000
"S_Daur-2","S_Samaritan-1",6044000
"S_Daur-2","13748_3",15346000
"S_Daur-2","S_Lahu-1",18927000
"S_Daur-2","ERS699820",18421000
"S_Daur-2","S_Thai-2",19331000
"S_Daur-2","S_Burusho-2",11226000
"S_Daur-2","UV923",21528911
"S_Daur-2","S_She-2",20996000
"S_Daur-2","S_Pathan-2",10137000
"S_Daur-2","S_Armenian-2",7753000
"S_Daur-2","S_Japanese-3",20317000
"S_Daur-2","S_Czech-2",8027000
"S_Daur-2","MAR03",16741000
"S_Daur-2","ERS985090",21158000
"S_Daur-2","S_Spanish-1",7636000
"S_Daur-2","S_Aleut-1",16943000
"S_Daur-2","ERS700533",20795000
"S_Daur-2","S_Tuscan-1",7865000
"S_Daur-2","S_Even-1",17429000
"S_Daur-2","S_Eskimo_Sireniki-2",20225000
"S_Daur-2","S_Dai-3",21686000
"S_Daur-2","13748_4",15792000
"S_Daur-2","S_Jordanian-3",6551000
"S_Daur-2","S_Finnish-1",8464000
"S_Daur-2","S_Yemenite_Jew-1",6597000
"S_Daur-2","ERS700561",21821000
"S_Daur-2","S_Pathan-1",11369000
"S_Daur-2","S_Albanian-1",8817000
"S_Daur-2","S_Mansi-2",14963000
"S_Daur-2","13784_2",16747000
"S_Daur-2","S_Madiga-2",10868000
"S_Daur-2","S_Punjabi-1",11310000
"S_Daur-2","MAR02",16404000
"S_Daur-2","S_Kapu-1",10338000
"S_Daur-2","KUN05",16804000
"S_Daur-2","S_Druze-1",9248000
"S_Daur-2","S_Thai-1",17578000
"S_Daur-2","S_Bergamo-2",6742000
"S_Daur-2","ERS724852",13462000
"S_Daur-2","S_Papuan-8",28196021
"S_Daur-2","UV1230",23383454
"S_Daur-2","S_Miao-1",20521000
"S_Daur-2","S_Estonian-2",8621000
"S_Daur-2","S_Greek-1",7263000
"S_Daur-2","ERS700553",20818000
"S_Daur-2","S_Yadava-2",10876000
"S_Daur-2","ERS724866",19826000
"S_Daur-2","ERS700562",20485000
"S_Daur-2","S_Yakut-1",19354000
"S_Daur-2","S_Palestinian-1",6298000
"S_Daur-2","13784_4",15501000
"S_Daur-2","S_Tubalar-2",18637000
"S_Daur-2","ERS700558",21050000
"S_Daur-2","S_Japanese-2",18996000
"S_Daur-2","ERS724861",19247000
"S_Daur-2","S_Eskimo_Naukan-1",18777000
"S_Daur-2","S_Iraqi_Jew-1",6332000
"S_Daur-2","ERS724835",21013000
"S_Daur-2","S_Tu-1",20640000
"S_Daur-2","ERS699819",18445000
"S_Daur-2","S_Mongola-1",22586000
"S_Daur-2","ERS724876",16892000
"S_Daur-2","SS6004472",14825000
"S_Daur-2","ERS724859",17692000
"S_Daur-2","S_Madiga-1",11971000
"S_Daur-2","ERS699812",18396000
"S_Daur-2","ERS699822",20433000
"S_Daur-2","S_English-2",8936000
"S_Daur-2","ERS700529",19039000
"S_Daur-2","S_Sardinian-1",7820000
"S_Daur-2","ERS699813",17744000
"S_Daur-2","S_Russian-1",9844000
"S_Daur-2","S_Russian-2",10189000
"S_Daur-2","ERS699814",19370000
"S_Daur-2","S_Brahmin-2",9241000
"S_Daur-2","ERS724853",23015000
"S_Daur-2","S_Makrani-1",9305000
"S_Daur-2","S_Lahu-2",19114000
"S_Daur-2","S_Druze-2",6563000
"S_Daur-2","ERS699826",21654000
"S_Daur-2","S_Tujia-2",18873000
"S_Daur-2","ERS699827",15071000
"S_Daur-2","S_Sindhi-1",10210000
"S_Daur-2","S_Bulgarian-1",7896000
"S_Daur-2","S_Mansi-1",16405000
"S_Daur-2","S_Yi-2",19464000
"S_Daur-2","S_Basque-2",7994000
"S_Daur-2","ERS700534",22265000
"S_Daur-2","ERS985092",23062000
"S_Daur-2","S_Mala-3",11805000
"S_Daur-2","BUN04",16718000
"S_Daur-2","S_Abkhasian-1",9223000
"S_Daur-2","S_Iraqi_Jew-2",6762000
"S_Daur-2","S_Tujia-1",22693000
"S_Daur-2","S_Iranian-2",8747000
"S_Daur-2","S_Mongola-2",19733000
"S_Daur-2","ERS724851",15153000
"S_Daur-2","S_Yemenite_Jew-2",7127000
"S_Daur-2","S_Adygei-1",8710000
"S_Daur-2","S_Hazara-1",13561000
"S_Daur-2","S_Xibo-2",23362000
"S_Daur-2","S_Orcadian-2",8396000
"S_Daur-2","ERS985078",19247000
"S_Daur-2","S_Even-3",20286000
"S_Daur-2","S_Yi-1",17312000
"S_Daur-2","S_Makrani-2",6287000
"S_Daur-2","S_Jordanian-1",5469000
"S_Daur-2","S_Burusho-1",13514000
"S_Daur-2","S_Punjabi-4",10944000
"S_Daur-2","ERS700560",20435000
"S_Daur-2","S_Spanish-2",8029000
"S_Daur-2","S_Lezgin-1",9012000
"S_Daur-2","S_Even-2",19369000
"S_Daur-2","S_Balochi-2",9128000
"S_Kalash-1","ERS724858",10917000
"S_Kalash-1","S_Icelandic-2",11377000
"S_Kalash-1","ERS699829",9968000
"S_Kalash-1","UV964",15996944
"S_Kalash-1","ERS699824",8177000
"S_Kalash-1","S_Naxi-2",11222000
"S_Kalash-1","S_Uygur-2",10801000
"S_Kalash-1","ERS724875",11549000
"S_Kalash-1","S_Tlingit-2",12357000
"S_Kalash-1","S_Papuan-12",17162643
"S_Kalash-1","KUN02",12844000
"S_Kalash-1","MEN05",12346000
"S_Kalash-1","ERS724862",9479000
"S_Kalash-1","ERS724871",9124000
"S_Kalash-1","S_Tajik-2",13800000
"S_Kalash-1","ERS699811",12380000
"S_Kalash-1","S_Kyrgyz-2",11264000
"S_Kalash-1","ERS724850",12672000
"S_Kalash-1","UV944",13057981
"S_Kalash-1","ERS700559",9997000
"S_Kalash-1","KUN03",11158000
"S_Kalash-1","ERS700538",10963000
"S_Kalash-1","S_Bergamo-1",9782000
"S_Kalash-1","S_Kusunda-2",10436000
"S_Kalash-1","S_Ami-2",11078000
"S_Kalash-1","ERS724849",12702000
"S_Kalash-1","S_Polish-1",10699000
"S_Kalash-1","S_Bengali-1",11781000
"S_Kalash-1","UV927",17213151
"S_Kalash-1","MAR05",10875000
"S_Kalash-1","S_Palestinian-3",9085000
"S_Kalash-1","MEN03",12663000
"S_Kalash-1","S_Tu-2",9217000
"S_Kalash-1","ERS724867",10212000
"S_Kalash-1","UV518",18091574
"S_Kalash-1","S_Uygur-1",10127000
"S_Kalash-1","S_Hezhen-1",10571000
"S_Kalash-1","S_Icelandic-1",10772000
"S_Kalash-1","S_Yadava-1",13221000
"S_Kalash-1","S_Naxi-1",9371000
"S_Kalash-1","UV1196",17233406
"S_Kalash-1","UV1003",18181278
"S_Kalash-1","ERS699821",9548000
"S_Kalash-1","ERS984054",10207000
"S_Kalash-1","S_Oroqen-2",11816000
"S_Kalash-1","S_Tuscan-2",10004000
"S_Kalash-1","UV940",15987558
"S_Kalash-1","S_Punjabi-3",11387000
"S_Kalash-1","MEN04",13372000
"S_Kalash-1","ERS724833",10294000
"S_Kalash-1","S_Georgian-1",11979000
"S_Kalash-1","UV986",15765693
"S_Kalash-1","ERS700546",11320000
"S_Kalash-1","MAR04",11474000
"S_Kalash-1","S_Palestinian-2",10366000
"S_Kalash-1","BUN05",12625000
"S_Kalash-1","S_BedouinB-2",8589000
"S_Kalash-1","S_Chukchi-1",10057000
"S_Kalash-1","S_Papuan-6",18975074
"S_Kalash-1","UV910",17694522
"S_Kalash-1","S_Lezgin-2",11120000
"S_Kalash-1","ERS700543",11843000
"S_Kalash-1","ERS700537",10229000
"S_Kalash-1","S_Ami-1",11142000
"S_Kalash-1","S_Kinh-2",9421000
"S_Kalash-1","S_Relli-2",11202000
"S_Kalash-1","S_Abkhasian-2",10608000
"S_Kalash-1","UV956",17847802
"S_Kalash-1","S_Cambodian-2",12155000
"S_Kalash-1","13784_3",13423000
"S_Kalash-1","MEN01",12955000
"S_Kalash-1","S_Kapu-2",11973000
"S_Kalash-1","S_Finnish-3",13205000
"S_Kalash-1","S_Papuan-10",21579802
"S_Kalash-1","MEN02",12281000
"S_Kalash-1","UV897",16440784
"S_Kalash-1","S_French-1",9668000
"S_Kalash-1","ERS700532",10183000
"S_Kalash-1","S_Relli-1",11838000
"S_Kalash-1","UV305",15712446
"S_Kalash-1","ERS699815",10033000
"S_Kalash-1","ERS700563",11812000
"S_Kalash-1","S_Brahui-1",11329000
"S_Kalash-1","ERS985079",11052000
"S_Kalash-1","S_Khonda_Dora-1",11040000
"S_Kalash-1","S_Estonian-1",10945000
"S_Kalash-1","S_Japanese-1",10626000
"S_Kalash-1","S_Burmese-1",11517000
"S_Kalash-1","S_Cambodian-1",11293000
"S_Kalash-1","13748_8",12675000
"S_Kalash-1","S_Kalash-2",18140000
"S_Kalash-1","S_Korean-1",11526000
"S_Kalash-1","S_BedouinB-1",10246000
"S_Kalash-1","ERS724872",10712000
"S_Kalash-1","S_Hazara-2",11021000
"S_Kalash-1","ERS700535",10926000
"S_Kalash-1","S_Sindhi-2",11884000
"S_Kalash-1","ERS724874",10398000
"S_Kalash-1","TAR01",11865000
